Ind,Garden,First_Assign,Sample_Pop,First_Per,,2,%,,3,%,,4,%,,'-log(L),'-log(L),'-log(L),'-log(L),,,
QAc-G-0274,/MA,Porter,Pryor,94.92,,Magazine,4.982,,Pryor,0.098,,Sugarloaf,0,,35.875,37.155,38.861,44.404,12, 0C11 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  , 1G13 - 1  FIR013 - 1  QpZAG9 - 1  
QAc-G-0003,/MA,Magazine,NONE,98.255,,Porter,1.678,,Pryor,0.067,,Sugarloaf,0,,40.691,38.923,42.091,44.724,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0004,/MA,Magazine,NONE,99.31,,Pryor,0.412,,Porter,0.273,,Sugarloaf,0.005,,45.48,42.919,45.301,47.19,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0005,/MA,Pryor,NONE,91.052,,Porter,6.913,,Magazine,2.035,,Sugarloaf,0,,40.991,41.522,39.871,46.942,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0006,/MA,Magazine,NONE,100,,Sugarloaf,0,,Pryor,0,,Porter,0,,44.381,34.486,41.574,40.26,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0250,/MA,Magazine,NONE,98.074,,Pryor,1.924,,Porter,0.002,,Sugarloaf,0,,47.56,42.923,44.63,48.477,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0283,/MA,Pryor,NONE,97,,Porter,3,,Magazine,0,,Sugarloaf,0,,42.514,47.289,41.005,48.402,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0251,/Peckerwood,Magazine,Porter,97.433,,Pryor,2.436,,Sugarloaf,0.13,,Porter,0.001,,44.268,39.19,40.792,42.066,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0252,/Peckerwood,Magazine,Porter,70.067,,Sugarloaf,27.895,,Porter,1.952,,Pryor,0.086,,43.463,41.908,44.817,42.308,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0253,/Peckerwood,Magazine,Pryor,98.202,,Pryor,1.36,,Sugarloaf,0.438,,Porter,0,,47.636,40.357,42.216,42.708,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0254,/Peckerwood,Pryor,Pryor,98.378,,Porter,1.107,,Magazine,0.499,,Sugarloaf,0.016,,46.194,46.541,44.246,48.035,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0255,/Peckerwood,Pryor,Magazine,66.958,,Magazine,32.742,,Porter,0.296,,Sugarloaf,0.005,,40.952,38.908,38.597,42.704,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0256,/Peckerwood,Magazine,Magazine,99.984,,Pryor,0.009,,Porter,0.007,,Sugarloaf,0,,43.531,39.39,43.437,47.41,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0257,/Peckerwood,Porter,Magazine,49.553,,Pryor,49.503,,Magazine,0.66,,Sugarloaf,0.284,,45.281,47.157,45.282,47.524,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0258,/Peckerwood,Magazine,Magazine,99.986,,Porter,0.012,,Pryor,0.001,,Sugarloaf,0,,43.265,39.35,44.197,44.836,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0259,/Peckerwood,Porter,Magazine,40.908,,Sugarloaf,36.855,,Magazine,16.341,,Pryor,5.897,,46.237,46.636,47.079,46.283,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0260,/Peckerwood,Porter,Magazine,55.826,,Sugarloaf,33.532,,Pryor,10.606,,Magazine,0.036,,47.606,50.795,48.328,47.828,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0261,/Peckerwood,Porter,Magazine,89.018,,Magazine,10.865,,Pryor,0.117,,Sugarloaf,0,,45.805,46.718,48.685,53.69,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0262,/Peckerwood,Porter,Magazine,88.038,,Sugarloaf,11.132,,Magazine,0.798,,Pryor,0.032,,42.16,44.203,45.6,43.058,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0263,/TMA,Pryor,NONE,99.306,,Magazine,0.667,,Porter,0.026,,Sugarloaf,0,,44.377,42.972,40.799,46.804,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0010,/TMA,Sugarloaf,NONE,89.706,,Porter,4.833,,Pryor,4.512,,Magazine,0.949,,52.084,52.791,52.114,50.815,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0011,/TMA,Sugarloaf,NONE,61.953,,Pryor,35.593,,Magazine,2.413,,Porter,0.042,,46.627,44.867,43.698,43.457,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0015,/TMA,Magazine,NONE,95.506,,Pryor,4.494,,Porter,0,,Sugarloaf,0,,49.304,43.572,44.9,52.602,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0106,/TMA,Magazine,Magazine,99.983,,Pryor,0.014,,Porter,0.003,,Sugarloaf,0,,45.01,40.469,44.324,50.908,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0107,/TMA,Magazine,Magazine,99.929,,Porter,0.07,,Pryor,0.001,,Sugarloaf,0,,41.085,37.933,43.063,43.982,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0108,/TMA,Magazine,Magazine,100,,Pryor,0,,Sugarloaf,0,,Porter,0,,52.504,38.45,44.551,44.612,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0109,/TMA,Magazine,Magazine,95.262,,Pryor,4.738,,Porter,0,,Sugarloaf,0,,44.409,38.593,39.896,45.255,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0110,/TMA,Pryor,Magazine,86.85,,Magazine,13.15,,Porter,0,,Sugarloaf,0,,47.645,42.474,41.654,49.505,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0111,/TMA,Magazine,Magazine,98.512,,Pryor,1.342,,Porter,0.146,,Sugarloaf,0,,40.382,37.552,39.418,45.168,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0112,/TMA,Magazine,Magazine,99.994,,Pryor,0.004,,Porter,0.003,,Sugarloaf,0,,44.721,40.134,44.564,49.96,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0113,/TMA,Magazine,Magazine,99.989,,Pryor,0.011,,Porter,0,,Sugarloaf,0,,45.443,37.141,41.114,50.541,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0114,/TMA,Porter,Magazine,95.17,,Magazine,4.818,,Pryor,0.012,,Sugarloaf,0,,44.132,45.428,48.038,51.893,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0115,/TMA,Magazine,Magazine,99.995,,Pryor,0.003,,Sugarloaf,0.002,,Porter,0,,45.74,40.175,44.676,44.89,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0116,/TMA,Porter,Magazine,76.924,,Magazine,22.961,,Pryor,0.115,,Sugarloaf,0,,36.065,36.59,38.89,46.776,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0117,/TMA,Pryor,Magazine,82.709,,Magazine,17.265,,Porter,0.024,,Sugarloaf,0.002,,39.635,36.777,36.097,40.788,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0118,/TMA,Magazine,Magazine,99.999,,Porter,0.001,,Sugarloaf,0,,Pryor,0,,44.909,39.851,45.514,45.314,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0119,/TMA,Magazine,Magazine,99.998,,Porter,0.002,,Sugarloaf,0,,Pryor,0,,43.354,38.636,45.792,44.495,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0120,/TMA,Pryor,Magazine,96.534,,Magazine,3.431,,Porter,0.035,,Sugarloaf,0,,43.811,41.815,40.366,47.981,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0121,/TMA,Porter,Magazine,49.003,,Pryor,47.522,,Sugarloaf,3.092,,Magazine,0.384,,43.24,45.347,43.254,44.44,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0122,/TMA,Pryor,Magazine,98.696,,Magazine,1.302,,Porter,0.002,,Sugarloaf,0,,47.478,44.656,42.776,52.041,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0123,/TMA,Pryor,Magazine,99.694,,Magazine,0.306,,Porter,0,,Sugarloaf,0,,42.375,38.239,35.726,42.658,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR043 - 1  
QAc-G-0124,/TMA,Pryor,Magazine,99.896,,Magazine,0.101,,Porter,0.003,,Sugarloaf,0,,46.951,45.403,42.406,49.693,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0125,/TMA,Porter,Magazine,55.096,,Pryor,42.222,,Magazine,2.682,,Sugarloaf,0,,41.484,42.796,41.599,47.108,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0126,/TMA,Pryor,Magazine,87.287,,Porter,12.713,,Magazine,0,,Sugarloaf,0,,44.078,49.63,43.241,50.399,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0127,/TMA,Porter,Magazine,81.838,,Pryor,18.131,,Magazine,0.031,,Sugarloaf,0,,43.471,46.899,44.125,48.797,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0128,/TMA,Pryor,Magazine,99.882,,Magazine,0.116,,Porter,0.002,,Sugarloaf,0,,48.477,46.652,43.718,52.179,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0129,/TMA,Pryor,Magazine,99.972,,Porter,0.028,,Magazine,0,,Sugarloaf,0,,45.714,48.551,42.165,53.805,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0130,/TMA,Pryor,Magazine,90.086,,Magazine,8.145,,Porter,1.768,,Sugarloaf,0.001,,44.874,44.211,43.167,48.098,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0131,/TMA,Pryor,Magazine,99.948,,Porter,0.052,,Magazine,0,,Sugarloaf,0,,38.479,41.898,35.191,49.676,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0132,/TMA,Porter,Magazine,98.204,,Pryor,1.796,,Sugarloaf,0,,Magazine,0,,40.056,48.502,41.794,46.161,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0133,/TMA,Pryor,Magazine,99.984,,Magazine,0.012,,Porter,0.004,,Sugarloaf,0,,48.419,47.963,44.029,52.434,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0134,/TMA,Magazine,Magazine,99.75,,Porter,0.25,,Pryor,0,,Sugarloaf,0,,40.613,38.012,44.057,47.209,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0135,/TMA,Pryor,Magazine,60.39,,Magazine,39.61,,Porter,0,,Sugarloaf,0,,44.797,39.319,39.136,47.446,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0136,/TMA,Magazine,Magazine,98.105,,Pryor,1.89,,Porter,0.004,,Sugarloaf,0,,44.279,39.924,41.639,47.88,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0137,/TMA,Magazine,Magazine,89.734,,Pryor,10.265,,Sugarloaf,0,,Porter,0,,48.65,41.725,42.666,47.703,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
