Ind,Garden,First_Assign,%,,2,%,,3,%,,4,%,,5,%,,'-log(L),'-log(L),'-log(L),'-log(L),'-log(L),,,
QAc-G-0205,TMA,PryorMountain_W,64.613,,MagazineMountain_W,24.508,,Kessler_Mountain_W,10.878,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,44.394,37.854,37.433,48.495,38.207,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0206,TMA,Kessler_Mountain_W,52.621,,PryorMountain_W,47.334,,MagazineMountain_W,0.045,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,43.42,40.8,37.778,43.873,37.732,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0207,TMA,PryorMountain_W,80.045,,MagazineMountain_W,15.568,,Kessler_Mountain_W,4.387,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,47.21,40.927,40.216,51.612,41.477,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0208,TMA,Kessler_Mountain_W,99.514,,PryorMountain_W,0.372,,MagazineMountain_W,0.113,,PorterMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,43.506,41.506,40.99,47.06,38.562,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0209,TMA,Kessler_Mountain_W,99.998,,MagazineMountain_W,0.001,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,46.206,38.795,39.307,47.586,33.857,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0210,TMA,Kessler_Mountain_W,99.996,,MagazineMountain_W,0.003,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,51.395,44.07,45.162,53.516,39.581,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0211,TMA,Kessler_Mountain_W,97.815,,PryorMountain_W,2.184,,MagazineMountain_W,0.001,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,49.48,44.501,41.278,51.108,39.627,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0212,TMA,PryorMountain_W,94.403,,MagazineMountain_W,5.425,,PorterMountain_W,0.164,,Kessler_Mountain_W,0.008,,Sugar_Loaf_Mountains_W,0,,38.229,36.71,35.469,45.525,39.561,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0213,TMA,Kessler_Mountain_W,100,,MagazineMountain_W,0,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,46.814,40.397,40.491,50.607,33.863,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0214,TMA,PryorMountain_W,98.353,,PorterMountain_W,1.176,,MagazineMountain_W,0.388,,Kessler_Mountain_W,0.084,,Sugar_Loaf_Mountains_W,0,,38.562,39.044,36.64,48.392,39.71,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0215,TMA,MagazineMountain_W,63.127,,Kessler_Mountain_W,31.296,,PryorMountain_W,5.573,,Sugar_Loaf_Mountains_W,0.004,,PorterMountain_W,0,,42.722,35.283,36.337,39.458,35.588,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0216,TMA,Kessler_Mountain_W,99.998,,MagazineMountain_W,0.002,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,42.162,35.514,42.517,43.967,30.775,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0217,TMA,Kessler_Mountain_W,66.524,,PryorMountain_W,33.471,,MagazineMountain_W,0.004,,PorterMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,42.612,41.975,38.02,45.342,37.722,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0218,TMA,MagazineMountain_W,99.989,,Kessler_Mountain_W,0.01,,PryorMountain_W,0.001,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,41.398,34.929,39.799,46.91,38.946,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0219,TMA,Kessler_Mountain_W,99.653,,MagazineMountain_W,0.347,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,45.714,40.092,43.728,49.209,37.633,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0220,TMA,Kessler_Mountain_W,100,,MagazineMountain_W,0,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,48.558,44.792,45.664,53.534,39.293,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0221,TMA,Kessler_Mountain_W,100,,MagazineMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,49.335,41.544,46.47,48.234,33.963,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0222,TMA,Kessler_Mountain_W,98.129,,PryorMountain_W,0.984,,MagazineMountain_W,0.886,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,44.333,39.649,39.603,47.731,37.604,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0223,TMA,Kessler_Mountain_W,100,,MagazineMountain_W,0,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,46.916,42.268,42.973,50.445,36.76,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0224,TMA,Kessler_Mountain_W,98.856,,MagazineMountain_W,1.137,,PryorMountain_W,0.007,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,43.145,39.518,41.709,46.84,37.579,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0226,TMA,Kessler_Mountain_W,96.253,,PryorMountain_W,3.744,,MagazineMountain_W,0.003,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,44.119,42.85,39.756,48.632,38.346,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0227,TMA,PorterMountain_W,99.996,,MagazineMountain_W,0.002,,PryorMountain_W,0.001,,Kessler_Mountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,33.955,38.606,38.86,42.519,39.079,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0228,TMA,MagazineMountain_W,99.935,,Kessler_Mountain_W,0.056,,Sugar_Loaf_Mountains_W,0.006,,PorterMountain_W,0.003,,PryorMountain_W,0,,40.084,35.541,43.788,39.774,38.791,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR013 - 1  
QAc-G-0229,TMA,Kessler_Mountain_W,99.734,,PorterMountain_W,0.266,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,36.953,40.392,42.867,41.637,34.379,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0230,TMA,MagazineMountain_W,71.385,,PryorMountain_W,19.711,,Kessler_Mountain_W,7.757,,PorterMountain_W,1.097,,Sugar_Loaf_Mountains_W,0.05,,39.142,37.328,37.887,40.484,38.292,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0231,TMA,Kessler_Mountain_W,93.98,,MagazineMountain_W,4.392,,PryorMountain_W,1.616,,PorterMountain_W,0.012,,Sugar_Loaf_Mountains_W,0,,43.544,40.968,41.403,50.657,39.638,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0232,TMA,Kessler_Mountain_W,99.996,,PorterMountain_W,0.004,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,MagazineMountain_W,0,,40.127,47.404,45.804,44.891,35.724,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0233,TMA,MagazineMountain_W,84.988,,PryorMountain_W,15.006,,Kessler_Mountain_W,0.006,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,49.422,40.091,40.844,48.882,44.23,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0234,TMA,PorterMountain_W,97.868,,Kessler_Mountain_W,2.106,,PryorMountain_W,0.025,,Sugar_Loaf_Mountains_W,0,,MagazineMountain_W,0,,35.658,42.141,39.251,41.059,37.325,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0235,TMA,Kessler_Mountain_W,99.741,,PryorMountain_W,0.257,,MagazineMountain_W,0.002,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,43.668,41.618,39.396,42.695,36.808,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0236,TMA,Kessler_Mountain_W,67.981,,MagazineMountain_W,32.017,,Sugar_Loaf_Mountains_W,0.001,,PryorMountain_W,0,,PorterMountain_W,0,,40.77,34.606,40.238,38.945,34.279,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0237,TMA,Kessler_Mountain_W,98.457,,PorterMountain_W,1.122,,MagazineMountain_W,0.396,,PryorMountain_W,0.017,,Sugar_Loaf_Mountains_W,0.007,,39.121,39.573,40.939,41.302,37.178,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0238,TMA,Kessler_Mountain_W,99.994,,MagazineMountain_W,0.006,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,40.715,37.367,40.55,40.717,33.155,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0239,TMA,Kessler_Mountain_W,99.966,,MagazineMountain_W,0.034,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,PryorMountain_W,0,,43.012,39.278,44.686,42.053,35.812,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0240,TMA,Kessler_Mountain_W,76.782,,MagazineMountain_W,13.269,,PorterMountain_W,7.756,,Sugar_Loaf_Mountains_W,2.194,,PryorMountain_W,0,,36.351,36.118,44.363,36.899,35.355,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0241,TMA,Kessler_Mountain_W,88.587,,MagazineMountain_W,11.407,,PorterMountain_W,0.006,,PryorMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,42.16,38.85,42.98,45.016,37.959,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0242,TMA,PryorMountain_W,99.359,,MagazineMountain_W,0.637,,PorterMountain_W,0.004,,Kessler_Mountain_W,0,,Sugar_Loaf_Mountains_W,0,,40.919,38.717,36.524,46.783,44.763,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0243,TMA,PorterMountain_W,44.864,,MagazineMountain_W,27.98,,PryorMountain_W,26.94,,Kessler_Mountain_W,0.215,,Sugar_Loaf_Mountains_W,0.001,,36.592,36.797,36.813,41.351,38.91,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0244,TMA,MagazineMountain_W,98.646,,PorterMountain_W,1.349,,Kessler_Mountain_W,0.005,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,36.916,35.052,40.494,43.053,39.38,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0245,TMA,MagazineMountain_W,59.143,,Kessler_Mountain_W,40.039,,PorterMountain_W,0.546,,Sugar_Loaf_Mountains_W,0.271,,PryorMountain_W,0,,39.334,37.3,42.719,39.638,37.469,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0246,TMA,MagazineMountain_W,99.939,,Kessler_Mountain_W,0.061,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,42.659,37.3,44.714,45.774,40.515,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0247,TMA,MagazineMountain_W,98.313,,Kessler_Mountain_W,1.687,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,PryorMountain_W,0,,41.293,33.202,41.719,38.734,34.968,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0248,TMA,Kessler_Mountain_W,100,,MagazineMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,37.314,36.633,43.201,38.927,31.118,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0249,Trompenburg ,Kessler_Mountain_W,99.977,,MagazineMountain_W,0.016,,PorterMountain_W,0.006,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,41.96,41.547,50.402,43.974,37.763,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0025,USNA,PryorMountain_W,70.895,,Kessler_Mountain_W,23.064,,MagazineMountain_W,6.038,,PorterMountain_W,0.003,,Sugar_Loaf_Mountains_W,0,,44.428,41.053,39.983,49.357,40.471,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0028,USNA,PryorMountain_W,99.999,,Kessler_Mountain_W,0.001,,PorterMountain_W,0,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,42.985,43.715,37.316,44.703,42.536,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0275,UWBG,MagazineMountain_W,74.042,,Kessler_Mountain_W,24.124,,PryorMountain_W,1.834,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,45.558,38.851,40.457,51.311,39.338,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0263,Plze?,MagazineMountain_W,98.835,,Kessler_Mountain_W,1.164,,Sugar_Loaf_Mountains_W,0.001,,PryorMountain_W,0,,PorterMountain_W,0,,43.025,37.122,42.906,42.233,39.051,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
